id,event_cause,event_type,status,priority,requires_road_closure,corridor,veh_type,police_station,zone,junction,latitude,longitude,description,start_datetime,closed_datetime,start_hour,closure_flag,on_corridor,near_24h_cap,desc_highway,desc_multiple,desc_signal,duration_min
FKID001973,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 1,lcv,Sadashivanagar,Unknown,Unknown,12.9982874,77.584033,,2024-02-25 07:10:04.898+00,2024-02-25 07:33:49.533829+00,7.0,False,True,False,False,False,False,23.743930483333333
FKID001974,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,bmtc_bus,Yeshwanthpura,Unknown,Unknown,13.0187546,77.5575815,,2024-02-25 07:30:22.215+00,2024-02-25 08:20:52.484+00,7.0,False,True,False,False,False,False,50.50448333333333
FKID001975,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,lcv,Peenya,Unknown,Unknown,13.0391447,77.5200292,Jalahalli metro station on flyover LCV vehicle off-road towards city traffic one side movement v,2024-02-25 07:53:58.885+00,2024-02-25 08:23:04.278238+00,7.0,False,True,False,False,False,False,29.0898873
FKID001983,vehicle_breakdown,unplanned,closed,High,False,CBD 2,private_car,Cubbon Park,Unknown,Unknown,12.9832629,77.5970564,"The car's brakes are jammed and it is parked in the middle of the road, not moving. The mechanic has been informed and has said that he will come and repair it.",2024-02-25 08:58:51.239+00,2024-02-25 09:14:13.658809+00,8.0,False,True,False,False,False,False,15.373663483333333
FKID001990,vehicle_breakdown,unplanned,closed,High,False,Hosur Road,heavy_vehicle,Electronic City,Unknown,Unknown,12.8779683,77.6468617,singasandr towards [LOCATION],2024-02-25 20:42:40.588+00,2024-02-25 22:11:18.56051+00,20.0,False,True,False,False,False,False,88.63287516666666
FKID001991,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,others,Ashok Nagar,Unknown,Unknown,12.9663203,77.6067507,Mother [PERSON] light junction between lorry offload due to breakdown,2024-02-25 20:48:42.7+00,2024-02-25 22:14:20.799527+00,20.0,False,True,False,False,False,False,85.63499211666667
FKID001998,accident,unplanned,closed,Low,False,Non-corridor,unknown,V.V.Puram (C.Pet),Unknown,Unknown,12.959984,77.5719862,,2024-02-26 01:09:42.7596+00,2024-02-26 01:41:31.650227+00,1.0,False,False,False,False,False,False,31.814843783333334
FKID001999,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,heavy_vehicle,Sadashivanagar,Unknown,Unknown,13.0065695,77.5785283,,2024-02-26 00:38:38.926+00,2024-02-26 00:55:10.484676+00,0.0,False,False,False,False,False,False,16.525977933333333
FKID002020,vehicle_breakdown,unplanned,closed,High,False,ORR East 2,heavy_vehicle,Banaswadi,Unknown,Unknown,12.99965,77.67486,,2024-02-26 20:01:23.017+00,2024-02-26 20:06:52.580757+00,20.0,False,True,False,False,False,False,5.492729283333333
FKID002022,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,bmtc_bus,Peenya,Unknown,Unknown,13.04013,77.5187098,outgoing [PERSON] cross,2024-03-17 23:09:56.622+00,2024-03-18 00:21:11.998355+00,23.0,False,True,False,False,False,False,71.25627258333334
FKID002025,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,taxi,Jayanagara,Unknown,Unknown,12.9169884,77.5864023,off road,2024-03-17 23:30:38.833+00,2024-03-18 00:37:04.777356+00,23.0,False,False,False,False,False,False,66.43240593333333
FKID002027,others,unplanned,closed,Low,True,Non-corridor,not_applicable,Upparpet,Unknown,Unknown,12.9780361,77.5844453,ಮಹಾರಾಣಿ [LOCATION] ಪಾಸ್ ಒಳಗಡೆ ಒಂದು ಕಂಟೇನರ್ ಲಾರಿ ತಗಲಾಕ್ಕೊಂಡಿದ್ದು 20 ನಿಮಿಷದಲ್ಲಿ ಮಾಡಲಾಗುತ್ತದೆ ಸರ್,2024-02-26 23:54:12.463+00,2024-02-27 00:11:58.232218+00,23.0,True,False,False,False,False,False,17.762820299999998
FKID002038,others,unplanned,closed,Low,False,Non-corridor,not_applicable,Jayanagara,Unknown,Unknown,12.9169501,77.5883272,off road,2024-03-18 02:17:44.238+00,2024-03-18 03:18:12.184251+00,2.0,False,False,False,False,False,False,60.46577085
FKID002040,vehicle_breakdown,unplanned,closed,High,True,Mysore Road,bmtc_bus,Chamarajpet,Unknown,Unknown,12.9611979,77.558602,vaccum and air problem,2024-02-27 02:09:49.289+00,2024-02-27 04:01:52.505321+00,2.0,True,True,False,False,False,False,112.05360535
FKID002041,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,others,Jayanagara,Unknown,Unknown,12.9170026,77.5888015,off road,2024-03-18 02:22:52.686+00,2024-03-18 03:18:14.02379+00,2.0,False,False,False,False,False,False,55.35562983333333
FKID002044,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 1,lcv,Sadashivanagar,Unknown,Unknown,13.0189656,77.5838671,,2024-02-27 02:59:28.564+00,2024-02-27 05:25:51.664912+00,2.0,False,True,False,False,False,False,146.3850152
FKID002052,vehicle_breakdown,unplanned,closed,High,False,Bannerghata Road,heavy_vehicle,Mico Layout,Unknown,Unknown,12.8925839,77.5999375,,2024-03-18 03:22:00.195+00,2024-03-18 04:48:17.777728+00,3.0,False,True,False,False,False,False,86.29304546666667
FKID002065,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,private_car,Halasuru Gate,Unknown,Unknown,12.9689732,77.5875001,,2024-02-27 05:57:16.681+00,2024-02-27 07:47:16.73505+00,5.0,False,True,False,False,False,False,110.00090083333333
FKID002066,congestion,unplanned,closed,High,False,Hennur Main Road,not_applicable,Hennuru,Unknown,Unknown,13.041398,77.6223102,slow movement traffic towards KEB junction due to [LOCATION] work,2024-02-27 05:53:39.092+00,2024-02-27 07:49:25.697447+00,5.0,False,True,False,False,False,False,115.77675745
FKID002068,vehicle_breakdown,unplanned,closed,High,False,West of Chord Road,ksrtc_bus,Rajajinagar,Unknown,Unknown,12.997975,77.553098,starting problem Sir,2024-02-27 08:07:32.01+00,2024-02-27 08:51:05.228974+00,8.0,False,True,False,False,False,False,43.553649566666664
FKID002070,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,bmtc_bus,Peenya,Unknown,Unknown,13.0389423,77.5198575,near ps junction towards [LOCATION] bmtc bus off road,2024-03-18 09:31:05.265+00,2024-03-18 09:39:04.66482+00,9.0,False,True,False,False,False,False,7.989997
FKID002072,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,others,K.R. Pura,Unknown,Unknown,13.0074068,77.6894547,407 vehicle stating problem iti towards hoskote sir,2024-02-27 08:11:35.368+00,2024-02-27 08:20:22.886068+00,8.0,False,False,False,False,False,False,8.7919678
FKID002075,accident,unplanned,closed,High,True,Mysore Road,unknown,Byatarayanapura,Unknown,Unknown,12.9556017,77.5456522,break failure out going side both hgv traffic slow moving,2024-02-27 10:48:41.993+00,2024-02-27 11:27:43.719852+00,10.0,True,True,False,False,False,False,39.028780866666665
FKID002081,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,heavy_vehicle,Peenya,Unknown,Unknown,13.0353033,77.52756,,2024-02-27 11:15:10.411+00,2024-02-27 11:25:01.663149+00,11.0,False,True,False,False,False,False,9.854202483333333
FKID002082,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 2,heavy_vehicle,Yelahanka,Unknown,Unknown,13.0829633,77.59313,HGV Breakdown at allalasandra on flyover towards ylk circle due to starting problem sir,2024-02-27 12:47:10.903+00,2024-02-27 14:32:54.956941+00,12.0,False,True,False,False,False,False,105.73423235
FKID002087,vehicle_breakdown,unplanned,closed,High,False,ORR East 1,heavy_vehicle,HAL Old Airport,Unknown,Unknown,12.935647,77.6933481,"Outr ring road kadubisanahalli towards [PERSON] main road, vehicle break down sir🙏",2024-02-27 17:39:47.401+00,2024-02-27 19:02:00.067043+00,17.0,False,True,False,False,False,False,82.21110071666666
FKID002091,accident,unplanned,closed,High,False,ORR North 1,unknown,Banaswadi,Unknown,Unknown,13.0091574,77.6622936,pedestrian and [LOCATION] bus,2024-02-27 20:34:22.658+00,2024-02-27 21:15:45.020807+00,20.0,False,True,False,False,False,False,41.37271345
FKID002094,construction,unplanned,closed,Low,False,Non-corridor,not_applicable,Yelahanka,Unknown,Unknown,13.1173777,77.5777874,[LOCATION] main road to wrads [LOCATION] work sir,2024-02-27 21:27:20.156+00,2024-02-28 20:29:01.738744+00,21.0,False,False,False,False,False,False,1381.6930457333333
FKID002098,accident,unplanned,closed,Low,False,Non-corridor,unknown,Basavanagudi,Unknown,Unknown,12.9434044,77.5778786,,2024-02-27 21:09:13.115423+00,2024-02-27 21:51:03.409393+00,21.0,False,False,False,False,False,False,41.838232833333336
FKID002100,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,bmtc_bus,Yeshwanthpura,Unknown,Unknown,13.0193245,77.5529483,starting problem traffic no problem,2024-02-27 23:27:51.734+00,2024-02-27 23:50:05.545424+00,23.0,False,True,False,False,False,False,22.2301904
FKID002106,water_logging,unplanned,closed,Low,False,Non-corridor,not_applicable,R.T. Nagar,Unknown,Unknown,12.9959395,77.5959461,,2024-03-18 21:31:29.263+00,2024-03-18 23:34:48.058458+00,21.0,False,False,False,False,False,False,123.31325763333332
FKID002109,others,unplanned,closed,Low,False,Non-corridor,not_applicable,Peenya,Unknown,Unknown,13.025746,77.5210641,electric vehicle starting problem towards [PERSON] ps road traffic one said moving sir,2024-02-27 23:56:50.555+00,2024-02-28 00:12:39.424989+00,23.0,False,False,False,False,False,False,15.814499816666666
FKID002120,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,lcv,Jnanabharathi,Unknown,Unknown,12.9665342,77.5050712,towing vehicle off road in deepa complex sir,2024-02-28 03:38:08.709+00,2024-02-28 03:45:35.893805+00,3.0,False,False,False,False,False,False,7.453080083333333
FKID002121,accident,unplanned,closed,High,False,Airport New South Road,unknown,Pulikeshinagar(F.Town),Unknown,Unknown,13.0036663,77.6171413,,2024-02-28 01:51:14.645322+00,2024-02-28 03:00:02.735462+00,1.0,False,True,False,False,False,False,68.80150233333333
FKID002126,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,bmtc_bus,Byatarayanapura,Unknown,Unknown,12.9378809,77.5211092,Normal traffic movement,2024-02-28 04:20:36.993+00,2024-02-28 06:12:13.716127+00,4.0,False,True,False,False,False,False,111.61205211666667
FKID002131,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,private_car,Ashok Nagar,Unknown,Unknown,12.9680089,77.6004777,,2024-02-28 05:38:59.747+00,2024-02-28 07:44:38.94554+00,5.0,False,True,False,False,False,False,125.65330900000001
FKID002134,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,ksrtc_bus,Banaswadi,Unknown,Unknown,12.9982847,77.6722483,engine problem sir,2024-03-19 00:47:14.63+00,2024-03-19 01:25:44.17024+00,0.0,False,False,False,False,False,False,38.49233733333333
FKID002136,vehicle_breakdown,unplanned,closed,High,False,IRR(Thanisandra road),others,Adugodi,Unknown,Unknown,12.93753,77.6274494,infront life style [LOCATION] towards Sony world signal..,2024-03-19 00:50:58.357+00,2024-03-19 02:22:16.411142+00,0.0,False,True,False,False,False,True,91.30090236666666
FKID002144,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Halasuru Gate,Unknown,Unknown,12.9723745,77.5866446,starting problm,2024-02-28 06:14:08.189+00,2024-02-28 06:33:46.557321+00,6.0,False,False,False,False,False,False,19.639472016666666
FKID002145,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 2,bmtc_bus,Yelahanka,Unknown,Unknown,13.1036169,77.6005732,,2024-03-19 02:18:17.506+00,2024-03-19 03:17:52.206693+00,2.0,False,True,False,False,False,False,59.57834488333333
FKID002151,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,private_car,Yeshwanthpura,Unknown,Unknown,13.0292785,77.5396722,"vehicle off road, gg palya to [LOCATION], traffic normal movement",2024-02-28 07:49:07.452+00,2024-02-28 08:01:30.526861+00,7.0,False,True,False,False,False,False,12.384581016666667
FKID002154,vehicle_breakdown,unplanned,closed,High,False,Bannerghata Road,bmtc_bus,Hulimavu,Unknown,Unknown,12.8570928,77.5889739,due to vaccum down,2024-02-28 08:49:25.616+00,2024-02-28 09:06:25.144132+00,8.0,False,True,False,False,False,False,16.992135533333332
FKID002156,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,private_bus,Kamakshipalya,Unknown,Unknown,12.9875536,77.4751319,brek jam,2024-03-19 03:47:02.942+00,2024-03-19 04:00:19.01617+00,3.0,False,False,False,False,False,False,13.267902833333332
FKID002159,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 2,private_bus,Yelahanka,Unknown,Unknown,13.1340883,77.616595,car offroad@ in front of IAF towards airport sir,2024-02-28 18:34:07.765+00,2024-02-28 18:59:25.691104+00,18.0,False,True,False,False,False,False,25.298768399999997
FKID002160,vehicle_breakdown,unplanned,closed,High,False,Hosur Road,lcv,Madiwala,Unknown,Unknown,12.92118559,77.62042489,,2024-02-28 19:59:03.246+00,2024-02-28 20:01:19.050093+00,19.0,False,True,False,False,False,False,2.2634015499999998
FKID002167,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,others,Peenya,Unknown,Unknown,13.0466837,77.5019219,TT Vehicle off road on [PERSON] turn on flyover towards [LOCATION] toll traffic one side movement,2024-02-28 20:26:16.827+00,2024-02-28 20:52:04.453029+00,20.0,False,False,False,False,False,False,25.79376715
FKID002170,vehicle_breakdown,unplanned,closed,High,False,Hosur Road,private_bus,Madiwala,Unknown,Unknown,12.92115128,77.62051642,Mahindra Pickup Bolero vehicle stopped because of starting trouble sir,2024-02-28 21:02:33.715+00,2024-02-28 21:15:11.591032+00,21.0,False,True,False,False,False,False,12.6312672
FKID002171,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,lcv,Yeshwanthpura,Unknown,Unknown,13.0160987,77.562282,..,2024-02-28 21:19:45.808+00,2024-02-28 21:36:25.21373+00,21.0,False,True,False,False,False,False,16.656762166666667
FKID002172,construction,unplanned,closed,Low,False,Non-corridor,not_applicable,Yelahanka,Unknown,Unknown,13.1188317,77.577265,[LOCATION] main road [PERSON] kirdcl  bbmp water work sir,2024-02-28 20:48:35.795+00,2024-02-29 18:40:17.04988+00,20.0,False,False,False,False,False,False,1311.6875813333331
FKID002175,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,lcv,Jalahalli,Unknown,Unknown,13.0567366,77.5467281,,2024-03-19 04:35:13.691+00,2024-03-19 04:41:49.328891+00,4.0,False,False,False,False,False,False,6.593964850000001
FKID002177,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,ksrtc_bus,Byatarayanapura,Unknown,Unknown,12.9520767,77.540499,,2024-02-28 21:28:43.405+00,2024-02-28 22:14:41.506998+00,21.0,False,True,False,False,False,False,45.96836663333333
FKID002178,vehicle_breakdown,unplanned,closed,High,False,ORR East 2,bmtc_bus,Mahadevapura,Unknown,Unknown,12.9884265,77.6894444,,2024-02-28 22:19:47.481+00,2024-02-28 23:01:59.309068+00,22.0,False,True,False,False,False,False,42.19713446666666
FKID002179,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,High ground,Unknown,Unknown,12.9939612,77.5957973,Gair liver not working properly sir.,2024-02-28 22:30:18.714+00,2024-02-28 23:24:58.226108+00,22.0,False,False,False,False,False,False,54.65853513333333
FKID002181,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,bmtc_bus,Yeshwanthpura,Unknown,Unknown,13.0264,77.544019,starting problem traffic no problem sir twrds mei,2024-02-28 22:43:12.741+00,2024-02-28 23:50:50.410634+00,22.0,False,True,False,False,False,False,67.62782723333333
FKID002190,others,unplanned,closed,High,False,Bellary Road 1,not_applicable,Sadashivanagar,Unknown,Unknown,12.9999193,77.583985,"battary down, traffic movement no problem sir",2024-03-19 05:37:53.868+00,2024-03-19 07:40:51.986581+00,5.0,False,True,False,False,False,False,122.96864301666666
FKID002191,vehicle_breakdown,unplanned,closed,High,False,Old Airport Road,lcv,Jeevanbheemanagar,Unknown,Unknown,12.9594917,77.6529369,H13 towards K02 vehicle break down due gear not working,2024-03-19 05:56:07.476+00,2024-03-19 07:49:24.049611+00,5.0,False,True,False,False,False,False,113.27622685
FKID002195,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,bmtc_bus,Yeshwanthpura,Unknown,Unknown,13.0188053,77.553156,traffic slow movement,2024-02-28 23:36:34.931+00,2024-02-29 00:43:04.307187+00,23.0,False,True,False,False,False,False,66.48960311666666
FKID002197,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,others,Halasuru Gate,Unknown,Unknown,12.9667558,77.5875476,pc,2024-02-29 00:45:28.652+00,2024-02-29 02:04:37.903148+00,0.0,False,True,False,False,False,False,79.15418580000001
FKID002200,accident,unplanned,closed,High,False,Bellary Road 2,unknown,Yelahanka,Unknown,Unknown,13.1067566,77.6006731,accident at kogilu cross on flyover towards city due road accident only vehicle damge sir,2024-02-29 02:06:37.661+00,2024-02-29 02:29:16.329244+00,2.0,False,True,False,False,False,False,22.644470733333332
FKID002201,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,private_bus,Jayanagara,Unknown,Unknown,12.9235986,77.5803287,,2024-02-29 02:03:06.565+00,2024-02-29 03:38:41.429569+00,2.0,False,False,False,False,False,False,95.58107615
FKID002202,others,unplanned,closed,Low,False,Non-corridor,not_applicable,Rajajinagar,Unknown,Unknown,13.0209014,77.5287807,this car wheel jam here vehicle moment slow here,2024-02-29 02:19:56.118+00,2024-02-29 02:23:32.004482+00,2.0,False,False,False,False,False,False,3.5981080333333333
FKID002205,vehicle_breakdown,unplanned,closed,High,False,Bannerghata Road,private_car,Jayanagara,Unknown,Unknown,12.9169898,77.5968145,off road,2024-03-19 06:46:28.085+00,2024-03-19 07:22:15.553562+00,6.0,False,True,False,False,False,False,35.7911427
FKID002207,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,lcv,Yeshwanthpura,Unknown,Unknown,13.021709,77.5519174,botle neck towards incoming near goverdhan vechicle punture agide sir.,2024-03-19 06:05:44.21+00,2024-03-19 07:30:12.391401+00,6.0,False,True,False,False,False,False,84.46969001666666
FKID002209,vehicle_breakdown,unplanned,closed,High,False,Hosur Road,ksrtc_bus,Madiwala,Unknown,Unknown,12.9255742,77.6174592,sp Road to Ayyappa vehicle Breckdown agiruttde sir. traffic slow moment eruttade,2024-02-29 05:11:39.99+00,2024-02-29 05:25:54.001746+00,5.0,False,True,False,False,False,False,14.2335291
FKID002210,vehicle_breakdown,unplanned,closed,High,False,Old Madras Road,others,Jeevanbheemanagar,Unknown,Unknown,12.9844596,77.6412874,engine starting problem,2024-02-29 04:53:58.067+00,2024-02-29 05:27:31.329734+00,4.0,False,True,False,False,False,False,33.554378899999996
FKID002213,vehicle_breakdown,unplanned,closed,High,False,Varthur Road,bmtc_bus,Whitefield,Unknown,Unknown,12.95566159,77.72065301,BMTC bus breakdown at [LOCATION] towards [LOCATION] sir.,2024-02-29 05:29:36.525+00,2024-02-29 06:00:12.438419+00,5.0,False,True,False,False,False,False,30.59855698333333
FKID002220,vehicle_breakdown,unplanned,closed,High,False,Hosur Road,bmtc_bus,Madiwala,Unknown,Unknown,12.9225247,77.6194594,ಅಯ್ಯಪ್ಪ towards ಎಂಪಿಎಸ್ ಸಿದ್ದಾರ್ಥ ಕಾಲೋನಿ ಆರ್ಚ್ ಮುಂದೆ ತಮಿಳ್ ನಾಡು ಗೋರ್ಮೆಂಟ್ ಬಸ್ ಆಫ್ ರೋಡ ಆಗಿದ್ದು ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತದೆ ಸರ್ ಬೇಗನೆ ರಿಮುವ್  ಮಾಡಿಸುತ್ತೇವ್ ಸರ್,2024-02-29 05:35:54.578+00,2024-02-29 06:35:22.833819+00,5.0,False,True,False,False,False,False,59.47093031666667
FKID002221,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Banashankari,Unknown,Unknown,12.92108,77.5734531,Traffic movieing Normal,2024-02-29 06:25:19.712+00,2024-02-29 06:53:45.075094+00,6.0,False,False,False,False,False,False,28.422718233333335
FKID002222,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Sadashivanagar,Unknown,Unknown,13.0141472,77.5704446,K08 towards sadashiva nagar ps middle traffic moment slow ide sir,2024-02-29 07:31:41.472+00,2024-02-29 08:17:43.462759+00,7.0,False,False,False,False,False,False,46.03317931666666
FKID002223,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,heavy_vehicle,Yeshwanthpura,Unknown,Unknown,13.0288605,77.54001,starting problem,2024-03-19 10:41:29.927+00,2024-03-19 12:26:39.169004+00,10.0,False,True,False,False,False,False,105.15403339999999
FKID002226,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,heavy_vehicle,Chamarajpet,Unknown,Unknown,12.9575137,77.5522652,ಬ್ರೇಕ್ ಸಮಸ್ಯೆ ಯಿಂದ ವಾಹನ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್,2024-03-19 19:23:09.958+00,2024-03-19 21:00:22.452723+00,19.0,False,True,False,False,False,False,97.20824538333333
FKID002227,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 2,others,Chikkajala,Unknown,Unknown,13.147734,77.6187076,breakdown,2024-02-29 08:22:56.451+00,2024-02-29 08:58:12.653692+00,8.0,False,True,False,False,False,False,35.270044866666666
FKID002230,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,ksrtc_bus,Byatarayanapura,Unknown,Unknown,12.9541423,77.5436141,whell lock,2024-02-29 09:15:54.118+00,2024-02-29 09:40:40.974457+00,9.0,False,True,False,False,False,False,24.78094095
FKID002232,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Wilson Garden,Unknown,Unknown,12.9480623,77.5985345,join cut ಆಗಿದೆ. slow moving traffic,2024-02-29 08:10:07.76+00,2024-02-29 09:54:05.177206+00,8.0,False,False,False,False,False,False,103.95695343333334
FKID002235,vehicle_breakdown,unplanned,closed,High,False,ORR North 1,heavy_vehicle,Banaswadi,Unknown,Unknown,13.01898142,77.65531138,lorry engine fan belt cut,2024-03-19 19:42:05.882+00,2024-03-19 20:58:49.74642+00,19.0,False,True,False,False,False,False,76.73107366666666
FKID002236,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 1,private_bus,Kodigehalli,Unknown,Unknown,13.0360276,77.5892476,vehicle break down no traffic problem sir,2024-03-19 19:25:44.802+00,2024-03-19 19:51:42.640098+00,19.0,False,True,False,False,False,False,25.963968299999998
FKID002238,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,heavy_vehicle,Yeshwanthpura,Unknown,Unknown,13.0289783,77.540115,,2024-02-29 10:36:49.731+00,2024-02-29 11:23:57.839051+00,10.0,False,True,False,False,False,False,47.135134183333335
FKID002241,accident,unplanned,closed,High,False,Bellary Road 1,unknown,Kodigehalli,Unknown,Unknown,13.0251258,77.5852107,h,2024-02-29 20:08:23.924+00,2024-02-29 21:00:49.395579+00,20.0,False,True,False,False,False,False,52.424526316666665
FKID002244,vehicle_breakdown,unplanned,closed,High,False,Hosur Road,others,Madiwala,Unknown,Unknown,12.9255403,77.6175176,ಅಯ್ಯಪ್ಪ [LOCATION] ಪಾಸ್ ನಲ್ಲಿ ಈಚರ್ ವೆಹಿಕಲ್ ಆಫ್ ಲೋಡ್ ಆಗಿದ್ದು mÑPS to Ayyappa ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಇರುತ್ತದೆ,2024-03-19 20:00:06.346+00,2024-03-19 20:21:41.793746+00,20.0,False,True,False,False,False,False,21.590795766666666
FKID002249,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,ksrtc_bus,Sheshadripuram,Unknown,Unknown,12.9826166,77.569553,vacum problem,2024-03-19 20:50:26.978+00,2024-03-19 23:19:46.206342+00,20.0,False,False,False,False,False,False,149.32047236666668
FKID002250,vehicle_breakdown,unplanned,closed,High,False,ORR West 1,private_bus,J.P. Nagar,Unknown,Unknown,12.9047523,77.5857161,ನಮಸ್ತೆ ಸರ್ ಐ ಡಿ ಸಿ ಇಂದ ನಂದಿನಿ ಜಂಕ್ಷನ್ ಕಡೆ ಬರುವ ರಸ್ತೆಯಲ್ಲಿ ಟೊಯೋಟಾ ಕಂಪನಿ ಬಸ್ ಇಂಜಿನ್ ಸಮಸ್ಯೆಯಿಂದ ಅಪ್ಲೋಡ್ ಆಗಿದೆ ರೆಡಿ ಮಾಡುತ್ತಿದ್ದಾರೆ ಸರ್ ಸಂಚಾರ ನಿಧಾನ ಗತಿಯಲ್ಲಿಯೇ ಸರ್,2024-02-29 20:14:38.693+00,2024-02-29 20:35:49.907986+00,20.0,False,True,False,False,False,False,21.186916433333334
FKID002251,vehicle_breakdown,unplanned,closed,High,False,Old Madras Road,bmtc_bus,Shivajinagar,Unknown,Unknown,12.9765795,77.611037,bus puncher,2024-02-29 20:45:21.394+00,2024-02-29 21:49:35.226827+00,20.0,False,True,False,False,False,False,64.23054711666667
FKID002254,procession,planned,closed,Low,True,Non-corridor,not_applicable,K.R. Pura,Unknown,Unknown,13.0162183,77.7092396,[PERSON],2024-03-19 21:57:13.19+00,2024-03-19 22:03:51.073235+00,21.0,True,False,False,False,False,False,6.63138725
FKID002261,vehicle_breakdown,unplanned,closed,High,False,ORR East 1,bmtc_bus,HAL Old Airport,Unknown,Unknown,12.9389553,77.6945893,bmtc bus uploaded Kadubeesanahalli towards [LOCATION] main road traffic slow moment sir,2024-03-19 22:37:55.794+00,2024-03-19 22:48:04.842069+00,22.0,False,True,False,False,False,False,10.150801150000001
FKID002264,vehicle_breakdown,unplanned,closed,High,False,ORR East 1,bmtc_bus,HAL Old Airport,Unknown,Unknown,12.9383509,77.6945235,due to starting problem,2024-03-19 22:46:18.266+00,2024-03-20 01:12:22.876094+00,22.0,False,True,False,False,False,False,146.0768349
FKID002267,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Kamakshipalya,Unknown,Unknown,12.9887505,77.4724214,vehicle break down,2024-03-01 00:47:32.516+00,2024-03-01 02:00:53.028094+00,0.0,False,False,False,False,False,False,73.34186823333333
FKID002270,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Electronic City,Unknown,Unknown,12.8399445,77.6769171,ಈ ವಾಹನವು ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ ನಿಂದ ವೀರಸಂದ್ರ signal ನಲ್ಲಿ nintid,2024-03-19 23:34:02.261+00,2024-03-20 00:30:30.577529+00,23.0,False,False,False,False,False,True,56.471942150000004
FKID002276,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,bmtc_bus,Halasuru Gate,Unknown,Unknown,12.9684836,77.5874438,,2024-03-20 01:35:40.418+00,2024-03-20 02:38:56.306063+00,1.0,False,True,False,False,False,False,63.264801049999996
FKID002278,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,lcv,Halasuru Gate,Unknown,Unknown,12.9648556,77.5860566,battery down sir,2024-03-20 01:05:02.073+00,2024-03-20 01:07:22.958102+00,1.0,False,True,False,False,False,False,2.348085033333333
FKID002283,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Jayanagara,Unknown,Unknown,12.916946,77.5871065,Ragigudda to arvinda bus offload traffic slow movement,2024-03-01 04:12:54.795+00,2024-03-01 06:04:30.317663+00,4.0,False,False,False,False,False,False,111.59204438333333
